Test Sponsor$System Name$Auto  Parallel$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Cores/  Chip$Processor # Threads/  Core$Results # Base$Results # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2609 v4, 1.70 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$69.6$71.7$Aug-2009$Intel Xeon E5502$1867$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2697A v4, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$2$119$124$Aug-2009$Intel Xeon E5504$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2620 v4, 2.10 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$100$106$Aug-2009$Intel Xeon E5506$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2697 v4, 2.30 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$2$120$127$Jun-2009$Intel Xeon E5520$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2630L v4, 1.80 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$98.2$105$Aug-2009$Intel Xeon E5530$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2698 v4, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$2$20$2$118$126$May-2009$Intel Xeon E5540$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2630 v4, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$106$112$Sep-2009$Intel Xeon X5550$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (6x8 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2699 v4, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$44$2$22$2$118$126$Sep-2009$Intel Xeon X5560$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (6x8 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2637 v4, 3.50 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$109$112$Jul-2009$Intel Xeon X5570$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2640 v4, 2.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$112$119$Aug-2010$Intel Xeon E5503$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2650L v4, 1.70 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$2$90.4$95.8$Sep-2010$Intel Xeon E5506$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2650 v4, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$2$12$2$108$113$Aug-2010$Intel Xeon E5507$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2667 v4, 3.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$124$128$Mar-2011$Intel Xeon E5603$1600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz and CL7)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2680 v4, 2.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$2$117$123$Mar-2011$Intel Xeon E5606$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz and CL7)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2683 v4, 2.10 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$2$110$116$Mar-2011$Intel Xeon E5607$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz and CL7)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2603 v4, 1.70 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$66.5$68.3$Jul-2010$Intel Xeon E5620$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2609 v4, 1.70 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$69.6$71.6$Aug-2010$Intel Xeon E5630$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2630L v4, 1.80 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$98.4$105$Aug-2010$Intel Xeon E5640$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2630 v4, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$106$112$Mar-2011$Intel Xeon E5645$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2695 v4, 2.10 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$2$110$117$Mar-2011$Intel Xeon E5649$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2637 v4, 3.50 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$109$113$Aug-2010$Intel Xeon L5609$1867$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2697A v4, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$2$118$123$Aug-2010$Intel Xeon L5630$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2643 v4, 3.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$118$122$Aug-2010$Intel Xeon L5640$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2697 v4, 2.30 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$2$119$127$Sep-2010$Intel Xeon X5650$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2650L v4, 1.70 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$2$90.1$95.7$Jul-2010$Intel Xeon X5660$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2698 v4, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$2$20$2$118$126$Jul-2010$Intel Xeon X5670$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2660 v4, 2.00 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$2$111$118$Jun-2012$Intel Xeon E5-2403$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1067 MHz and CL7)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2699 v4, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$44$2$22$2$118$126$Jun-2012$Intel Xeon E5-2407$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1067 MHz and CL7)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2683 v4, 2.10 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$2$110$116$Aug-2012$Intel Xeon E5-2420$1900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2690 v4, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$2$119$125$Aug-2012$Intel Xeon E5-2430$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2623 v4, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$91.8$95.6$Aug-2012$Intel Xeon E5-2430L$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2650 v4, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$2$12$2$108$112$Aug-2012$Intel Xeon E5-2440$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2687W v4, 3.00 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$2$12$2$122$127$Aug-2012$Intel Xeon E5-2450$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY CX2550 M2, Intel Xeon E5-2689 v4, 3.10 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$119$124$Aug-2012$Intel Xeon E5-2470$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2623 v4, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$92.0$95.8$Apr-2015$Intel Xeon E5-2667 v3$3200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2643 v4, 3.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$118$122$Sep-2009$Intel Xeon E5502$1867$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$72 GB (18x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2660 v4, 2.00 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$2$111$118$Aug-2009$Intel Xeon E5504$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$72 GB (18x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2580 M2, Intel Xeon E5-2690 v4, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$2$119$126$Aug-2009$Intel Xeon E5506$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$72 GB (18x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2699 v4, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$44$2$22$2$118$126$Sep-2009$Intel Xeon W5590$3333$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2603 v4, 1.70 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$66.6$68.4$Jun-2009$Intel Xeon X5550$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2609 v4, 1.70 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$69.5$71.3$Jul-2009$Intel Xeon X5560$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (6x8 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2620 v4, 2.10 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$101$106$Apr-2009$Intel Xeon X5570$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2623 v4, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$91.8$95.6$Feb-2010$Intel Xeon E5503$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2630L v4, 1.80 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$98.0$105$Jan-2010$Intel Xeon E5506$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2630 v4, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$106$112$Feb-2010$Intel Xeon E5507$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$96 GB (12x8 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2637 v4, 3.50 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$109$112$Mar-2011$Intel Xeon E5603$1600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz and CL7)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2640 v4, 2.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$112$119$Mar-2011$Intel Xeon E5606$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz and CL7)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2643 v4, 3.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$118$122$Mar-2011$Intel Xeon E5607$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz and CL7)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2650L v4, 1.70 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$2$90.0$95.7$Feb-2010$Intel Xeon E5620$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2650 v4, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$2$12$2$108$113$Feb-2010$Intel Xeon E5630$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2660 v4, 2.00 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$2$111$118$Feb-2010$Intel Xeon E5640$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2667 v4, 3.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$124$128$Mar-2011$Intel Xeon E5645$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2680 v4, 2.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$2$117$123$Mar-2011$Intel Xeon E5649$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2683 v4, 2.10 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$2$110$116$Mar-2010$Intel Xeon L5609$1867$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12x8 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2690 v4, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$2$120$127$Mar-2010$Intel Xeon L5630$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2695 v4, 2.10 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$2$111$118$Apr-2010$Intel Xeon L5640$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2697A v4, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$2$118$123$Mar-2011$Intel Xeon X5647$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2697 v4, 2.30 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$2$120$127$Mar-2010$Intel Xeon X5650$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY BX2560 M2, Intel Xeon E5-2698 v4, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$2$20$2$118$126$Feb-2010$Intel Xeon X5660$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12x8 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY RX2540 M2, Intel Xeon E5-2667 v4, 3.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$124$128$Mar-2010$Intel Xeon X5667$3067$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY RX4770 M3, Intel Xeon E7-8891 v4, 2.80 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$4$10$1$132$138$Mar-2010$Intel Xeon X5670$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12x8 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY RX1330 M3, Intel Xeon E3-1280 v6, 3.9GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$104$106$Mar-2011$Intel Xeon X5675$3067$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu$PRIMERGY TX1320 M3, Intel Xeon E3-1280 v6, 3.9GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$105$106$Mar-2010$Intel Xeon X5677$3467$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12x8 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY TX1330 M3, Intel Xeon E3-1280 v6, 3.9GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$105$106$Mar-2010$Intel Xeon X5680$3333$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12x8 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY TX1310 M3, Intel Xeon E3-1245 v6, 3.7GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$102$103$Mar-2011$Intel Xeon X5687$3600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu Limited$Fujitsu SPARC Enterprise M4000  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$No$8$4$2$2$10.6$11.5$Mar-2011$Intel Xeon X5690$3467$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu Limited$Fujitsu SPARC Enterprise M8000  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$No$32$16$2$2$11.1$12.4$Feb-2012$Intel Xeon E5-2603$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1067 MHz and CL7)
