Test Sponsor$System Name$Auto  Parallel$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Cores/  Chip$Processor # Threads/  Core$Results # Base$Results # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory
IBM Corporation$IBM System x3690 X5 (Intel Xeon E7-2870, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$NC$NC$Mar-2014$Intel Xeon E5-2440 v2$1900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-13, ECC)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2660)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$44.9$48.0$Jun-2012$Intel Xeon E5-2440$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2670)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$48.7$52.0$Jun-2014$Intel Xeon E5-2448L v2$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2620)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.6$38.8$Feb-2014$Intel Xeon E5-2450 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-13, ECC)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2670)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$48.6$51.9$Jul-2012$Intel Xeon E5-2450$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2680)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$51.5$55.3$Mar-2014$Intel Xeon E5-2450L v2$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-13, ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2620)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.4$38.6$Jul-2012$Intel Xeon E5-2450L$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2650)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$41.6$44.9$Jan-2014$Intel Xeon E5-2470 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM BladeCenter HX5 (Intel Xeon E7-4870, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$4$10$2$38.0$40.9$May-2012$Intel Xeon E5-2470$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2667, 2.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$50.0$53.3$Jan-2007$Intel Xeon E5335$2000$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$8 GB (8 x 1GB DDR2-5300F ECC)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2665, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$46.2$49.5$Aug-2007$Intel Xeon 5120$1866$32 KB I + 32 KB D on chip per core$4 MB I+D on chip per chip$None$16 GB (8 x 2GB DDR2-5300F ECC)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2609)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$34.4$36.0$Jul-2007$Intel Xeon 5130$2000$32 KB I + 32 KB D on chip per core$4 MB I+D on chip per chip$None$16 GB (8 x 2GB DDR2-5300F ECC)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2620)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.7$38.9$Jul-2007$Intel Xeon 5140$2333$32 KB I + 32 KB D on chip per core$4 MB I+D on chip per chip$None$16 GB (8 x 2GB DDR2-5300F ECC)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2640)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$43.5$46.1$Jul-2007$Intel Xeon 5160$3000$32 KB I + 32 KB D on chip per core$4 MB I+D on chip per chip$None$16 GB (8 x 2GB DDR2-5300F ECC)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2650)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$41.7$44.8$Jan-2008$Intel Xeon E5205$1866$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2609)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$34.4$35.9$Sep-2007$Intel Xeon E5310$1600$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$16 GB (8 x 2GB DRR2-5300F ECC)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2640)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$43.4$46.0$Feb-2008$Intel Xeon E5320$1866$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2650)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$41.7$44.8$Feb-2008$Intel Xeon E5335$2000$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2660)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$44.8$47.9$Sep-2007$Intel Xeon E5345$2333$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2609)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$34.4$36.0$Dec-2007$Intel Xeon E5405$1997$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2640)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$43.3$45.9$Dec-2007$Intel Xeon E5420$2493$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2660)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$44.8$47.9$Jan-2008$Intel Xeon E5430$2667$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2670)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$49.0$52.4$Dec-2007$Intel Xeon E5440$2833$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM BladeCenter HX5 (Intel Xeon E7-2870, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$37.4$39.9$Oct-2008$Intel Xeon L5410$2333$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2650, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$41.7$44.9$Sep-2008$Intel Xeon X5260$3333$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2650L, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$34.8$37.3$Oct-2008$Intel Xeon X5270$3500$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2658, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$35.9$38.8$Sep-2007$Intel Xeon X5355$2667$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$16 GB (8 x 2GB DRR2-5300F ECC)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2690, 2.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$55.0$59.7$Aug-2007$Intel Xeon X5365$3000$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$16 GB (8 x 2GB DRR2-5300F ECC)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2660)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$44.6$47.7$Dec-2007$Intel Xeon X5450$3000$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2670)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$48.7$52.3$Nov-2007$Intel Xeon X5460$3158$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2680)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$51.3$55.0$Sep-2008$Intel Xeon X5470$3333$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2650L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$34.6$37.0$Jul-2009$Intel Xeon E5502$1867$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 800 MHz)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2665)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$46.3$49.5$Jun-2009$Intel Xeon E5502$1867$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 800 MHz)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2667)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$49.7$52.8$Jul-2009$Intel Xeon E5504$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 800 MHz)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2680)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$51.2$54.9$Dec-2009$Intel Xeon E5520$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R-ECC)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2630)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$40.6$43.1$Jun-2009$Intel Xeon E5530$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 1066 MHz)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2630L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.6$38.8$Jun-2009$Intel Xeon E5540$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 1066 MHz)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2650L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$34.5$37.1$Jul-2009$Intel Xeon L5506$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 800 MHz)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2665)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$46.3$49.5$Jun-2009$Intel Xeon L5506$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 800 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2630)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$40.6$43.1$Jul-2009$Intel Xeon L5520$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 1066 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2650L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$34.5$36.9$Oct-2009$Intel Xeon L5530$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB(6 x 4 GB DDR3-10600R, 2 Rank, running at 1066 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2680)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$51.3$55.2$Jul-2009$Intel Xeon X5550$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2640, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$43.4$46.1$Jul-2009$Intel Xeon X5560$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2630L, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.5$38.8$Mar-2009$Intel Xeon X5570$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$12 GB (6 x 2 GB PC3-10600R)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2630, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$40.7$43.3$Jun-2010$Intel Xeon E5503$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2620, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.6$39.0$Jul-2010$Intel Xeon E5504$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2609, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$34.6$36.3$Jun-2010$Intel Xeon E5506$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2680, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$51.0$54.9$Jun-2010$Intel Xeon E5507$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2650L, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$34.9$37.5$Jun-2010$Intel Xeon E5520$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2650, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$41.7$44.9$Jun-2010$Intel Xeon E5530$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2640, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$43.4$46.1$Dec-2010$Intel Xeon E5540$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC3-10600R-9, ECC, running at 1066 MHz and CL7)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2630L, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.6$39.0$Jun-2010$Intel Xeon E5540$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2630, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$40.4$42.9$Apr-2011$Intel Xeon E5603$1600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2630L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.6$38.8$Apr-2011$Intel Xeon E5606$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2609, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$34.6$36.3$Apr-2011$Intel Xeon E5607$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2650)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$41.5$44.5$May-2010$Intel Xeon E5620$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R-ECC, CL9)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2650L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$34.7$37.1$May-2010$Intel Xeon E5630$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2665)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$46.0$49.1$May-2010$Intel Xeon E5640$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R-ECC, CL9)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2630)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$40.7$43.2$Apr-2011$Intel Xeon E5645$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2630L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.5$38.7$Mar-2011$Intel Xeon E5649$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2637)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$2$44.0$46.3$Jun-2010$Intel Xeon L5609$1867$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2643)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$48.7$51.2$May-2010$Intel Xeon L5630$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R-ECC, CL9)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2603)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$26.5$27.7$May-2010$Intel Xeon L5640$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R-ECC, CL9)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2637)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$2$43.8$46.2$Jul-2010$Intel Xeon X5550$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2643)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$48.6$51.2$Jul-2010$Intel Xeon X5560$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2667)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$49.8$53.0$Jul-2010$Intel Xeon X5570$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2603)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$26.5$27.7$Apr-2011$Intel Xeon X5647$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2637)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$2$43.8$46.2$Dec-2010$Intel Xeon X5650$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$16 GB (4 x 4 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2665)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$46.2$49.5$May-2010$Intel Xeon X5650$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R-ECC, CL9)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2667)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$49.9$53.1$May-2010$Intel Xeon X5660$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2603, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$26.5$27.8$May-2010$Intel Xeon X5667$3067$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2620, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.5$38.8$May-2010$Intel Xeon X5670$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2660, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$44.8$48.0$Mar-2011$Intel Xeon X5672$3200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2670, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$48.9$52.5$Mar-2011$Intel Xeon X5675$3067$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
